Date_of_Sale,Customer_Name,Age,Gender,Location,Laptop_Brand,Model,Processor,RAM_Size,Storage_Size,Price,Discount_Applied,Final_Price,Payment_Method,Warranty_Period,Customer_Rating,Sales_Channel
01-01-2025,Mark Warner,40,Other,Port Jared,Lenovo,Lenovo 625,i3,16GB,512GB SSD,14020,13,12197.4,UPI,1,2,Offline
09-01-2025,April Bolton,63,Male,Lake Juan,Lenovo,Lenovo 126,Ryzen 3,4GB,512GB SSD,4770,17,3959.1,Cash,3,3,Online
21-01-2025,Sonya Vang,32,Other,Catherinehaven,Acer,Acer 879,Ryzen 5,8GB,1TB SSD,19900,24,15124,Debit Card,3,5,Offline
07-01-2025,Matthew Mason,21,Other,Kellyville,Samsung,Samsung 743,Ryzen 7,8GB,1TB SSD,16940,9,15415.4,Net Banking,2,3,Online
17-01-2025,Jacob Higgins,23,Other,Port Brittanyport,HP,HP 756,i3,16GB,512GB SSD,5180,27,3781.4,Credit Card,2,2,Offline
19-01-2025,Shari Barr,40,Male,Port Robert,Acer,Acer 504,i3,4GB,512GB SSD,15900,6,14946,Credit Card,1,5,Offline
01-01-2025,Christopher Hernandez,20,Male,New Sean,Acer,Acer 413,Ryzen 5,4GB,1TB HDD,13540,0,13540,Credit Card,2,4,Offline
21-01-2025,Richard Tate,19,Male,Ralphport,Asus,Asus 379,i7,8GB,1TB HDD,12150,23,9355.5,Credit Card,2,5,Online
06-01-2025,Francisco Hansen,38,Female,West Michaelborough,HP,HP 284,Ryzen 7,32GB,1TB HDD,3280,0,3280,Cash,3,2,Offline
07-01-2025,Elizabeth Welch,38,Other,West Brianton,MSI,MSI 655,i3,32GB,1TB SSD,20390,24,15496.4,UPI,1,1,Offline
20-01-2025,Amanda Johnson,30,Other,Caitlinshire,Samsung,Samsung 421,i3,8GB,1TB SSD,20990,20,16792,Debit Card,2,2,Offline
03-01-2025,Sabrina Mendez,50,Male,Lake Sarafort,Samsung,Samsung 569,i7,16GB,1TB HDD,24610,9,22395.1,Cash,3,5,Online
17-01-2025,Rebecca Rodriguez,44,Female,Tylermouth,HP,HP 595,i5,16GB,1TB SSD,14930,5,14183.5,Debit Card,1,5,Offline
20-01-2025,Stephen Peters,30,Male,Port Karenmouth,Asus,Asus 994,i3,32GB,256GB SSD,22720,3,22038.4,Credit Card,1,1,Online
23-01-2025,Samantha Griffin,36,Other,South Allenstad,Apple,Apple 472,i3,32GB,256GB SSD,12330,26,9124.2,Credit Card,1,5,Online
06-01-2025,Willie Arnold,53,Other,Lake Evan,HP,HP 971,Ryzen 5,8GB,512GB SSD,13510,27,9862.3,Credit Card,1,4,Online
13-01-2025,Misty Blake,44,Other,Jessicamouth,Lenovo,Lenovo 176,Ryzen 7,8GB,512GB SSD,13570,25,10177.5,Credit Card,3,1,Online
18-01-2025,Kevin Smith,61,Male,West Travischester,Apple,Apple 974,i7,4GB,1TB SSD,12190,6,11458.6,UPI,2,2,Online
19-01-2025,Donald Osborne,58,Male,New Alexis,Dell,Dell 482,i7,4GB,256GB SSD,24790,7,23054.7,Credit Card,1,2,Offline
02-01-2025,Matthew Hayes,27,Female,New Clarence,Dell,Dell 307,i7,16GB,256GB SSD,24900,20,19920,UPI,2,1,Online
08-01-2025,Deanna Campos,50,Other,Steeleborough,Dell,Dell 608,i7,16GB,1TB HDD,4470,10,4023,UPI,3,3,Offline
13-01-2025,Nicholas Sanchez,34,Female,Lake Nancyview,Apple,Apple 510,i7,32GB,1TB HDD,3990,15,3391.5,Debit Card,3,2,Online
05-01-2025,Tara Hernandez,35,Male,Angelaland,HP,HP 771,Ryzen 3,8GB,1TB HDD,14220,17,11802.6,Debit Card,2,4,Online
04-01-2025,Danielle Cohen,62,Male,Williamsport,Acer,Acer 666,i3,4GB,256GB SSD,9550,25,7162.5,Net Banking,1,2,Online
12-01-2025,Timothy Lopez,27,Other,Williamsmouth,MSI,MSI 184,Ryzen 5,8GB,256GB SSD,3360,4,3225.6,Credit Card,2,5,Offline
03-01-2025,Jessica Singh,36,Female,Christinaburgh,Lenovo,Lenovo 969,Ryzen 5,16GB,256GB SSD,3950,23,3041.5,Cash,3,1,Offline
16-01-2025,Thomas Walters,37,Male,East Tina,HP,HP 577,i3,32GB,512GB SSD,12870,28,9266.4,Credit Card,3,5,Offline
14-01-2025,Christine Kennedy,43,Female,Rowetown,Apple,Apple 735,Ryzen 5,4GB,1TB SSD,23940,16,20109.6,Debit Card,2,5,Online
23-01-2025,Crystal Burton,35,Other,Susanbury,HP,HP 580,Ryzen 3,16GB,256GB SSD,13050,13,11353.5,Credit Card,1,5,Online
19-01-2025,William Walters,19,Female,New Rachelport,HP,HP 258,Ryzen 3,4GB,256GB SSD,5450,29,3869.5,Cash,3,3,Offline
04-01-2025,April Bailey,38,Male,North Zacharyburgh,Acer,Acer 748,Ryzen 5,8GB,1TB SSD,17510,4,16809.6,Debit Card,2,2,Offline
14-01-2025,Mary Hamilton,20,Female,West Cody,Lenovo,Lenovo 230,i7,8GB,1TB HDD,18750,18,15375,Credit Card,1,2,Online
07-01-2025,Emily Keller,36,Other,Carolmouth,HP,HP 476,i7,16GB,1TB SSD,16660,26,12328.4,Cash,1,5,Online
09-01-2025,Jennifer Odonnell,25,Male,Lake Rebeccamouth,Dell,Dell 637,i5,8GB,256GB SSD,5790,13,5037.3,Debit Card,2,4,Online
17-01-2025,Gina Patton,43,Female,New Darrenborough,Acer,Acer 223,Ryzen 5,8GB,1TB HDD,8410,19,6812.1,Debit Card,3,4,Online
20-01-2025,Jeffrey Butler,48,Other,New Virginiashire,MSI,MSI 763,Ryzen 7,4GB,1TB SSD,11900,0,11900,Credit Card,2,1,Online
11-01-2025,William Smith,20,Other,Donnatown,Acer,Acer 787,Ryzen 5,4GB,1TB HDD,19860,15,16881,Cash,3,5,Offline
06-01-2025,Brenda Martinez,34,Other,Timothyborough,Dell,Dell 610,Ryzen 5,32GB,256GB SSD,25000,9,22750,Credit Card,2,2,Online
01-01-2025,Ann Garcia,44,Other,Port Jasontown,Lenovo,Lenovo 323,i7,4GB,256GB SSD,20650,12,18172,Debit Card,1,1,Online
23-01-2025,Daniel Kim,32,Female,North Cherylbury,Lenovo,Lenovo 511,i3,32GB,1TB HDD,13730,20,10984,Cash,3,5,Online
04-01-2025,Scott Nelson,41,Other,Port Ryanstad,Samsung,Samsung 415,Ryzen 7,16GB,1TB HDD,11230,3,10893.1,Debit Card,2,1,Offline
07-01-2025,Amanda Li,57,Male,New Robert,MSI,MSI 398,Ryzen 5,32GB,256GB SSD,14610,13,12710.7,UPI,3,1,Online
12-01-2025,Rebecca Clay,65,Female,East Michelle,HP,HP 304,i5,32GB,256GB SSD,13980,14,12022.8,Debit Card,2,2,Offline
17-01-2025,Melissa Mercado,33,Male,Andersonshire,Asus,Asus 579,Ryzen 3,32GB,256GB SSD,17420,14,14981.2,UPI,1,3,Online
23-01-2025,Ellen Leon,32,Female,West Carolyn,Acer,Acer 905,Ryzen 5,8GB,256GB SSD,7140,30,4998,Net Banking,3,3,Online
10-01-2025,Stephen Campos,54,Other,East Jeffreyberg,MSI,MSI 550,Ryzen 7,8GB,1TB HDD,12700,9,11557,Net Banking,1,1,Online
05-01-2025,Elizabeth Anderson,46,Other,East Hannah,HP,HP 151,i5,32GB,1TB SSD,15740,28,11332.8,Debit Card,3,5,Offline
21-01-2025,Cristian Thompson,43,Other,South Kimberlyland,Dell,Dell 378,Ryzen 3,8GB,1TB SSD,14620,6,13742.8,Credit Card,2,3,Offline
17-01-2025,David Harris,59,Other,Port Natalie,Samsung,Samsung 567,Ryzen 7,4GB,1TB HDD,21060,12,18532.8,Credit Card,2,4,Online
19-01-2025,Sean Mathews,65,Male,Lake Ashley,Apple,Apple 793,Ryzen 5,4GB,256GB SSD,8870,9,8071.7,Debit Card,1,5,Online
04-01-2025,Charles Davis DVM,18,Other,Francesland,Apple,Apple 845,Ryzen 7,16GB,512GB SSD,11750,9,10692.5,Debit Card,2,3,Offline
03-01-2025,Mr. Wesley Russell DDS,18,Male,Williamland,HP,HP 758,Ryzen 3,8GB,512GB SSD,18710,10,16839,Cash,3,3,Offline
20-01-2025,Kathy Wilson,62,Other,North Jason,Samsung,Samsung 164,i7,32GB,1TB HDD,21400,8,19688,Cash,2,3,Online
01-01-2025,Jack Kelley,38,Male,East Wendy,Lenovo,Lenovo 983,i5,32GB,1TB SSD,24210,1,23967.9,Cash,1,2,Online
19-01-2025,Gabriel Green,41,Female,Torresberg,Samsung,Samsung 695,Ryzen 3,32GB,512GB SSD,24100,26,17834,Cash,3,4,Offline
07-01-2025,Lauren Sanders,44,Other,Barkerchester,Lenovo,Lenovo 926,Ryzen 7,32GB,1TB HDD,19940,17,16550.2,Net Banking,1,5,Offline
09-01-2025,Kurt Thompson,58,Male,Port Williamton,Asus,Asus 423,i5,32GB,512GB SSD,23630,11,21030.7,Cash,1,5,Online
23-01-2025,Briana Diaz,31,Female,Lake Shirley,Dell,Dell 351,Ryzen 7,32GB,256GB SSD,22400,21,17696,Debit Card,3,4,Online
17-01-2025,Debbie Sandoval,39,Male,Williamsside,MSI,MSI 175,i5,4GB,1TB SSD,14060,19,11388.6,Credit Card,1,2,Online
17-01-2025,Debra Hoffman,49,Male,South Stacey,Lenovo,Lenovo 654,i5,4GB,1TB HDD,4980,9,4531.8,Net Banking,3,3,Offline
05-01-2025,Latoya Curtis,25,Male,Lake Kara,Lenovo,Lenovo 517,i7,8GB,512GB SSD,10950,7,10183.5,UPI,2,3,Offline
17-01-2025,Amanda Jones,36,Female,Dillonton,Apple,Apple 460,Ryzen 7,32GB,1TB HDD,10020,7,9318.6,Net Banking,2,2,Offline
01-01-2025,Misty Grant,33,Other,New Christinaport,Lenovo,Lenovo 386,i7,8GB,256GB SSD,12210,19,9890.1,UPI,1,5,Offline
16-01-2025,Victoria Reid,52,Female,East Lisa,Samsung,Samsung 804,i3,8GB,1TB HDD,4160,7,3868.8,Cash,2,3,Online
20-01-2025,Melissa Hickman,45,Female,Lake Christopher,Asus,Asus 967,Ryzen 5,4GB,512GB SSD,10010,23,7707.7,Credit Card,3,4,Offline
06-01-2025,Richard Wall,59,Male,North Tricia,HP,HP 535,i5,16GB,1TB SSD,16930,14,14559.8,Cash,3,3,Offline
21-01-2025,Matthew Griffin,47,Female,East Jamesmouth,Asus,Asus 107,Ryzen 5,4GB,1TB SSD,5610,1,5553.9,UPI,3,4,Offline
14-01-2025,Kyle Rhodes,59,Other,Mooreton,Asus,Asus 942,i5,16GB,1TB SSD,6260,10,5634,Cash,2,3,Online
06-01-2025,Timothy Cole,54,Male,New Henryton,Dell,Dell 461,i3,4GB,1TB SSD,17950,13,15616.5,Cash,3,4,Online
06-01-2025,Kelly Joseph,51,Other,Bryanborough,Apple,Apple 271,Ryzen 3,16GB,1TB HDD,11620,6,10922.8,Credit Card,1,5,Online
21-01-2025,Christopher King,65,Female,Nguyenburgh,Apple,Apple 350,i3,4GB,1TB HDD,6430,13,5594.1,Net Banking,3,3,Online
19-01-2025,Grant Leonard,36,Male,Josephchester,HP,HP 683,i7,32GB,1TB HDD,21640,9,19692.4,Cash,3,5,Offline
07-01-2025,Kelsey Lynn,36,Other,Edwardfort,Acer,Acer 946,Ryzen 3,8GB,1TB HDD,11990,22,9352.2,Credit Card,2,2,Offline
02-01-2025,Melissa Cooke,18,Male,Port Lauren,Acer,Acer 176,i3,16GB,1TB SSD,10440,11,9291.6,Cash,2,3,Online
07-01-2025,Rebecca Tucker,50,Male,Scottshire,Acer,Acer 914,Ryzen 5,8GB,256GB SSD,16910,21,13358.9,UPI,1,3,Online
22-01-2025,Earl Wolf,55,Female,North Dylanside,MSI,MSI 564,i7,4GB,1TB HDD,7350,2,7203,UPI,2,4,Online
07-01-2025,Joshua Rodriguez,32,Other,Josephfort,Asus,Asus 789,i3,16GB,1TB SSD,14040,24,10670.4,Net Banking,1,4,Online
12-01-2025,Melissa Lee,52,Male,Jensenshire,HP,HP 289,i7,32GB,1TB HDD,11100,23,8547,Credit Card,2,2,Offline
21-01-2025,Derek Robinson,39,Male,Romeroview,HP,HP 421,Ryzen 3,8GB,512GB SSD,7050,8,6486,Cash,3,5,Offline
03-01-2025,David Thomas,41,Female,Thompsonview,MSI,MSI 618,i7,4GB,512GB SSD,8310,30,5817,Cash,3,5,Offline
12-01-2025,Brandon Melendez,42,Other,East Williamchester,Dell,Dell 667,Ryzen 7,16GB,1TB SSD,8220,1,8137.8,Debit Card,3,2,Online
03-01-2025,Cassandra Fleming,50,Female,West Katherineland,MSI,MSI 935,Ryzen 7,32GB,1TB HDD,18600,13,16182,Net Banking,1,1,Offline
22-01-2025,Christopher Miller,25,Female,Alexanderchester,HP,HP 965,i7,32GB,1TB SSD,16130,2,15807.4,Cash,3,5,Offline
05-01-2025,Jenna Sandoval,43,Other,North Cindybury,Asus,Asus 222,i7,8GB,256GB SSD,11690,10,10521,Credit Card,3,2,Offline
02-01-2025,Ryan Mason,19,Female,Christensenville,Samsung,Samsung 998,Ryzen 5,16GB,1TB HDD,20040,8,18436.8,Credit Card,1,2,Online
17-01-2025,Dr. Lisa Briggs,60,Female,Kristenshire,Dell,Dell 122,Ryzen 7,32GB,512GB SSD,6540,19,5297.4,Debit Card,3,1,Offline
21-01-2025,Jonathan Wade,38,Male,South Dylanton,Samsung,Samsung 490,i5,16GB,1TB SSD,14080,8,12953.6,Cash,3,5,Online
23-01-2025,Ralph Berger,40,Other,Thomaschester,Asus,Asus 200,Ryzen 7,32GB,1TB SSD,14040,7,13057.2,UPI,1,2,Offline
08-01-2025,Ryan Pham,21,Male,South Jamieport,Dell,Dell 524,i5,16GB,512GB SSD,9920,7,9225.6,UPI,3,4,Offline
21-01-2025,Melissa Crosby,23,Female,Hannahview,Apple,Apple 203,i5,32GB,1TB SSD,15780,3,15306.6,Net Banking,1,3,Offline
15-01-2025,Joseph Warren,65,Other,East Triciabury,Dell,Dell 905,Ryzen 3,4GB,512GB SSD,13240,10,11916,Net Banking,3,3,Offline
09-01-2025,Tina Williams,23,Female,Mcdowellhaven,Apple,Apple 385,Ryzen 5,16GB,512GB SSD,23880,28,17193.6,Cash,1,2,Offline
06-01-2025,Alyssa Carpenter,36,Other,West Coryshire,HP,HP 941,Ryzen 7,16GB,256GB SSD,8800,6,8272,Cash,3,4,Online
18-01-2025,Russell Griffith,55,Female,Kevinland,MSI,MSI 127,i3,32GB,256GB SSD,22930,16,19261.2,Credit Card,2,5,Online
22-01-2025,Aaron Robbins,31,Male,South Patrick,MSI,MSI 300,i3,8GB,1TB HDD,7220,24,5487.2,Net Banking,2,4,Online
18-01-2025,Sergio Smith,60,Female,South Chadbury,Samsung,Samsung 780,i3,8GB,256GB SSD,17760,27,12964.8,Credit Card,3,3,Online
23-01-2025,Joan Ford,35,Male,Harrisstad,HP,HP 985,i5,8GB,1TB SSD,10870,2,10652.6,UPI,2,2,Online
12-01-2025,Judy Patel,40,Other,New Rogerburgh,Samsung,Samsung 152,Ryzen 3,16GB,1TB SSD,5150,5,4892.5,UPI,2,3,Online
06-01-2025,Phillip Burke,55,Other,North Aprilville,HP,HP 402,Ryzen 5,4GB,1TB HDD,15110,17,12541.3,Credit Card,3,3,Online
20-01-2025,Tiffany Villanueva,63,Other,Samanthaside,Asus,Asus 194,Ryzen 3,16GB,256GB SSD,16030,4,15388.8,Cash,1,3,Online
09-01-2025,Blake Patrick,19,Female,Port Eric,Lenovo,Lenovo 557,i5,4GB,512GB SSD,10440,11,9291.6,Net Banking,2,4,Offline
16-01-2025,Jacob Williams,58,Female,Lake Kennethmouth,Dell,Dell 541,i5,16GB,1TB HDD,19170,16,16102.8,Credit Card,1,2,Online
22-01-2025,Melanie Johnson,49,Male,East Michelleburgh,Apple,Apple 520,Ryzen 7,32GB,512GB SSD,20580,1,20374.2,Credit Card,3,5,Online
08-01-2025,Sara Johnson,51,Male,Hortonview,Acer,Acer 423,Ryzen 5,4GB,1TB SSD,3520,14,3027.2,Cash,1,3,Offline
04-01-2025,Victor Cobb,54,Female,Kingshire,Acer,Acer 196,i3,4GB,1TB SSD,13720,18,11250.4,Net Banking,2,5,Offline
09-01-2025,Kimberly Gray,60,Male,Michellehaven,MSI,MSI 835,i7,32GB,1TB HDD,13630,11,12130.7,Cash,1,1,Online
04-01-2025,Amy Mccullough,49,Male,Owensbury,Asus,Asus 146,i3,16GB,512GB SSD,14330,16,12037.2,UPI,1,5,Offline
17-01-2025,Carrie Lynch MD,53,Other,Zacharyshire,Samsung,Samsung 637,i5,4GB,256GB SSD,4120,14,3543.2,Credit Card,2,1,Online
10-01-2025,Thomas Schmidt,29,Other,South Dwayne,Dell,Dell 943,Ryzen 7,4GB,512GB SSD,12960,27,9460.8,Debit Card,2,5,Online
16-01-2025,Jay Williams,23,Other,Perezfurt,HP,HP 973,i7,8GB,1TB SSD,23000,26,17020,Debit Card,2,4,Online
22-01-2025,Willie Brooks,57,Female,North Marilynberg,Asus,Asus 445,Ryzen 3,8GB,256GB SSD,3030,13,2636.1,Cash,1,5,Offline
12-01-2025,Stephanie Rivera,19,Male,Vegaside,Samsung,Samsung 426,i5,16GB,1TB SSD,18440,4,17702.4,Debit Card,3,3,Offline
22-01-2025,Daniel White,46,Other,Port Scott,Asus,Asus 921,i5,8GB,1TB SSD,23390,19,18945.9,Debit Card,3,5,Offline
11-01-2025,Erin Paul,36,Male,Donaldland,Asus,Asus 558,Ryzen 5,8GB,1TB SSD,18790,26,13904.6,Credit Card,1,5,Offline
03-01-2025,Bryan Mendoza,41,Other,East Melissahaven,Apple,Apple 703,Ryzen 7,4GB,256GB SSD,8200,28,5904,UPI,2,1,Online
09-01-2025,Kimberly Mitchell,27,Male,Manningburgh,Asus,Asus 672,i3,16GB,1TB HDD,17720,23,13644.4,Credit Card,1,1,Offline
06-01-2025,Dr. Veronica Oliver MD,55,Female,Port Latoya,Samsung,Samsung 862,i5,32GB,1TB HDD,6180,25,4635,Cash,2,4,Offline
21-01-2025,Sarah Townsend,64,Male,New David,Apple,Apple 840,i3,32GB,512GB SSD,11730,18,9618.6,Debit Card,2,3,Online
11-01-2025,Jordan Wong,34,Female,Valencialand,Acer,Acer 796,i5,4GB,1TB SSD,21230,26,15710.2,UPI,2,2,Offline
01-01-2025,Heather Lyons,56,Female,Rhondaton,Dell,Dell 414,Ryzen 7,32GB,1TB HDD,22080,21,17443.2,Net Banking,2,3,Offline
03-01-2025,Bill Jacobson,21,Other,Lisaside,Samsung,Samsung 732,Ryzen 7,16GB,1TB HDD,11020,4,10579.2,Net Banking,2,2,Online
04-01-2025,Tracy Garcia,53,Female,Bakerburgh,HP,HP 539,Ryzen 5,16GB,1TB HDD,13490,5,12815.5,UPI,3,5,Offline
20-01-2025,Sherry Mason,33,Female,Kathleentown,Samsung,Samsung 629,i7,32GB,256GB SSD,7160,24,5441.6,Debit Card,3,3,Online
20-01-2025,James Martinez,63,Male,Frazierton,Dell,Dell 866,i5,4GB,512GB SSD,3990,6,3750.6,Net Banking,1,1,Offline
07-01-2025,Elizabeth Lynch,28,Female,Isaiahchester,Dell,Dell 976,i7,32GB,1TB HDD,8800,3,8536,UPI,3,4,Online
11-01-2025,Wesley Hill,22,Male,Katiehaven,MSI,MSI 778,Ryzen 3,16GB,1TB SSD,22140,13,19261.8,Debit Card,2,4,Offline
18-01-2025,Diane Conley,42,Male,Georgeshire,MSI,MSI 818,Ryzen 5,16GB,512GB SSD,5530,22,4313.4,Debit Card,1,2,Offline
20-01-2025,Jodi Hill,26,Other,Careyville,Lenovo,Lenovo 669,i7,4GB,1TB SSD,14730,18,12078.6,Net Banking,3,5,Offline
13-01-2025,Tracy Hutchinson,58,Female,Port Jenniferberg,Dell,Dell 217,Ryzen 5,4GB,1TB SSD,19740,16,16581.6,Credit Card,1,1,Online
14-01-2025,Stephen Weaver,32,Female,West Heather,MSI,MSI 794,i3,16GB,1TB HDD,9840,6,9249.6,Net Banking,1,1,Offline
10-01-2025,Jodi Reilly,49,Female,Ryanborough,Samsung,Samsung 929,Ryzen 3,8GB,256GB SSD,12110,20,9688,Debit Card,2,1,Offline
16-01-2025,Erin Wright,20,Male,Kingland,Samsung,Samsung 237,Ryzen 5,8GB,1TB HDD,17340,18,14218.8,Net Banking,1,2,Offline
09-01-2025,Amy Webb,53,Female,Port Karimouth,HP,HP 583,Ryzen 7,32GB,1TB HDD,5340,5,5073,UPI,3,2,Online
17-01-2025,Jose Mitchell,20,Female,East Jamesbury,HP,HP 793,i7,16GB,512GB SSD,24510,6,23039.4,Net Banking,3,4,Online
15-01-2025,Mr. Lawrence Kelley II,64,Male,Port Victoriaside,Lenovo,Lenovo 984,i7,32GB,1TB HDD,17210,2,16865.8,UPI,1,5,Offline
12-01-2025,Jeremy Hernandez PhD,59,Female,Ellishaven,Acer,Acer 196,i3,32GB,1TB SSD,17580,16,14767.2,UPI,3,5,Offline
02-01-2025,Ryan Dominguez,42,Male,Port Catherineshire,Asus,Asus 809,Ryzen 5,4GB,1TB HDD,7620,18,6248.4,Credit Card,1,1,Online
20-01-2025,Lori Riddle,29,Other,Anthonyport,HP,HP 280,i7,16GB,1TB HDD,9980,11,8882.2,Credit Card,2,2,Offline
18-01-2025,Linda Briggs,26,Female,Barrburgh,Apple,Apple 123,i7,32GB,256GB SSD,14820,27,10818.6,Cash,3,1,Online
03-01-2025,Christopher Jenkins,34,Other,Crystalville,Acer,Acer 863,Ryzen 3,16GB,512GB SSD,15170,7,14108.1,Debit Card,1,4,Offline
23-01-2025,Amanda Brown,43,Male,Coopertown,Acer,Acer 447,i5,8GB,1TB SSD,8510,6,7999.4,Cash,1,2,Offline
11-01-2025,Andrew Dudley,18,Male,Dunnhaven,Asus,Asus 963,Ryzen 5,4GB,512GB SSD,13730,13,11945.1,Cash,1,1,Online
16-01-2025,Dakota Lucas,48,Other,North Alexandra,Acer,Acer 955,i3,32GB,1TB SSD,23670,3,22959.9,Cash,3,4,Offline
02-01-2025,Christopher Pruitt,35,Other,Nicholschester,MSI,MSI 544,i7,8GB,1TB HDD,9570,29,6794.7,Debit Card,3,3,Online
10-01-2025,Sylvia Rosario,28,Male,Peterberg,Apple,Apple 264,Ryzen 7,32GB,256GB SSD,7810,30,5467,Credit Card,3,2,Offline
21-01-2025,Catherine Oneill,46,Male,East Madison,Samsung,Samsung 772,Ryzen 7,8GB,512GB SSD,10640,11,9469.6,Credit Card,1,5,Online
22-01-2025,Jessica Stephens,48,Other,Monicahaven,HP,HP 688,Ryzen 3,32GB,256GB SSD,12210,3,11843.7,Credit Card,2,2,Online
08-01-2025,Michael Moore,51,Male,Sanchezmouth,Apple,Apple 121,i7,8GB,512GB SSD,21730,28,15645.6,Net Banking,2,2,Online
21-01-2025,Christopher Hughes,51,Female,North Michaelland,Samsung,Samsung 853,Ryzen 5,16GB,512GB SSD,12050,2,11809,UPI,3,2,Offline
23-01-2025,Rachel White,45,Female,West Sharonbury,Acer,Acer 850,i7,16GB,256GB SSD,22090,21,17451.1,UPI,1,1,Offline
19-01-2025,Melanie Jacobs,51,Other,Kennedychester,Lenovo,Lenovo 128,i3,16GB,1TB SSD,17560,5,16682,UPI,2,3,Online
13-01-2025,Amanda Wilcox,42,Female,Williefurt,Apple,Apple 668,Ryzen 7,32GB,1TB SSD,6190,0,6190,Net Banking,3,2,Online
13-01-2025,Robert Clay,48,Other,Lauraland,Apple,Apple 199,Ryzen 5,8GB,1TB SSD,17090,7,15893.7,UPI,1,5,Online
23-01-2025,Richard Patel,51,Male,North Melanie,Dell,Dell 656,Ryzen 5,32GB,1TB HDD,8570,19,6941.7,UPI,3,2,Online
06-01-2025,Darren Jennings,34,Female,North Stephen,Acer,Acer 692,i5,16GB,1TB HDD,15530,3,15064.1,Credit Card,3,4,Offline
19-01-2025,Megan Hawkins,64,Female,Robertsfort,MSI,MSI 771,Ryzen 5,32GB,1TB SSD,3850,17,3195.5,Net Banking,1,5,Offline
08-01-2025,Holly Mendez,35,Other,Brittanyshire,Apple,Apple 563,Ryzen 3,8GB,512GB SSD,6410,14,5512.6,Net Banking,1,4,Online
04-01-2025,Jason Hawkins,33,Other,Lake Angela,Dell,Dell 784,Ryzen 5,32GB,1TB SSD,15030,3,14579.1,Net Banking,1,1,Online
23-01-2025,Timothy Peters,40,Other,South Lisa,HP,HP 437,Ryzen 3,8GB,256GB SSD,15780,30,11046,Debit Card,1,3,Online
11-01-2025,Sarah Cobb,42,Male,Matthewfurt,Asus,Asus 127,i7,4GB,512GB SSD,16600,2,16268,Cash,1,5,Online
13-01-2025,Jared Reyes,36,Other,West Laurabury,Dell,Dell 119,Ryzen 5,4GB,512GB SSD,9730,20,7784,Debit Card,3,2,Online
04-01-2025,Rebecca Woods,18,Female,North Sarah,Asus,Asus 459,Ryzen 3,16GB,512GB SSD,14200,10,12780,Cash,1,5,Online
07-01-2025,Nicole Sellers,33,Other,South Isaacview,MSI,MSI 204,i5,16GB,512GB SSD,8270,20,6616,Debit Card,2,1,Offline
06-01-2025,Laura Leach,33,Male,Katiebury,MSI,MSI 885,Ryzen 3,4GB,1TB HDD,10960,16,9206.4,Cash,2,3,Online
05-01-2025,Isaac Best,36,Other,Lake James,Dell,Dell 754,i7,16GB,256GB SSD,11990,5,11390.5,Debit Card,2,1,Online
21-01-2025,Eric King,41,Female,Gardnerstad,Asus,Asus 335,Ryzen 5,16GB,1TB HDD,17950,19,14539.5,Debit Card,3,1,Online
16-01-2025,Yesenia Bullock,38,Female,East Claudia,Samsung,Samsung 931,i5,32GB,1TB HDD,10800,2,10584,Cash,1,2,Offline
15-01-2025,Shawn Peters,39,Male,Williammouth,Dell,Dell 345,i7,16GB,1TB SSD,6590,4,6326.4,Cash,1,3,Online
20-01-2025,Glenda Everett,54,Other,West Timothystad,HP,HP 946,i5,8GB,512GB SSD,18120,20,14496,UPI,2,1,Online
22-01-2025,Donna Cruz,21,Male,Geoffreyberg,Acer,Acer 798,i7,16GB,1TB SSD,12740,13,11083.8,UPI,1,4,Online
15-01-2025,Mark Campbell,61,Female,Monicaville,Apple,Apple 321,i5,32GB,256GB SSD,23610,19,19124.1,Credit Card,3,4,Offline
01-01-2025,Deborah Vaughn,56,Male,West Nicole,Apple,Apple 926,i7,32GB,256GB SSD,14360,23,11057.2,Debit Card,1,2,Online
22-01-2025,Jeffrey Garcia,26,Other,Richardborough,HP,HP 392,i3,4GB,1TB HDD,9250,2,9065,UPI,1,4,Online
14-01-2025,Kevin Miller,63,Male,Brianbury,HP,HP 908,i7,16GB,256GB SSD,9730,28,7005.6,Debit Card,2,5,Offline
16-01-2025,Alejandro Garcia,34,Male,North Michellehaven,Dell,Dell 417,Ryzen 7,32GB,512GB SSD,11530,21,9108.7,Debit Card,1,1,Offline
13-01-2025,Benjamin Estrada,50,Male,Jonside,Samsung,Samsung 993,i3,4GB,1TB SSD,10780,30,7546,UPI,3,3,Online
08-01-2025,Cody Mccall,18,Male,Port Amanda,Lenovo,Lenovo 976,Ryzen 3,4GB,256GB SSD,17380,28,12513.6,Credit Card,3,4,Offline
16-01-2025,Jean Turner,40,Female,Michaelview,MSI,MSI 196,i5,32GB,256GB SSD,6250,1,6187.5,Net Banking,2,3,Online
18-01-2025,Troy Myers,36,Male,South James,Lenovo,Lenovo 539,i3,16GB,256GB SSD,19430,3,18847.1,UPI,3,5,Offline
17-01-2025,Mike Turner,45,Male,Port Brandonport,Dell,Dell 625,i3,4GB,1TB HDD,19430,26,14378.2,UPI,1,2,Online
12-01-2025,Derek Santos,46,Female,North Shawnshire,Apple,Apple 515,Ryzen 7,4GB,1TB HDD,20670,26,15295.8,Cash,2,5,Online
21-01-2025,Brian Rogers PhD,25,Other,Morrowtown,Acer,Acer 553,Ryzen 3,16GB,1TB SSD,12280,30,8596,Cash,3,2,Offline
